,name,type,coords,freq
414,IVLOD,FIX,N53.07.46.00 W003.09.19.00,000.000
415,IXURA,FIX,N52.04.05.00 W001.25.40.00,000.000
416,IZLAW,FIX,N51.03.25.45 W003.22.51.31,000.000
417,JACKO,FIX,N51.44.08.65 E001.25.36.00,000.000
418,JOZMA,FIX,N50.37.38.14 W003.56.35.42,000.000
419,KAPEX,FIX,N50.40.29.70 W001.50.59.80,000.000
420,KARNO,FIX,N52.53.39.55 W002.53.54.05,000.000
421,KATHY,FIX,N50.31.13.59 W001.20.00.23,000.000
422,KEGUN,FIX,N53.11.32.90 W003.09.01.35,000.000
423,KELLY,FIX,N53.54.19.47 W004.21.50.52,000.000
424,KEMPY,FIX,N52.07.38.51 E000.38.45.57,000.000
425,KENET,FIX,N51.31.13.63 W001.27.18.00,000.000
426,KEPAD,FIX,N52.48.35.41 W002.28.44.28,000.000
427,KESEG,FIX,N60.00.58.00 W006.00.56.00,000.000
428,KESIX,FIX,N56.57.00.00 W014.00.00.00,000.000
429,KESUP,FIX,N51.19.32.40 W003.39.16.80,000.000
430,KIDLI,FIX,N51.46.17.00 W001.21.40.87,000.000
431,KILFA,FIX,N51.42.08.57 W001.57.58.58,000.000
432,KLONN,FIX,N58.23.24.44 E002.49.44.12,000.000
433,KOBBI,FIX,N51.41.13.77 W000.09.18.34,000.000
434,KOFAL,FIX,N50.28.30.98 W003.58.36.31,000.000
435,KOGAD,FIX,N49.30.00.00 W015.00.00.00,000.000
436,KOKAL,FIX,N58.57.34.82 W002.53.38.21,000.000
437,KOKIB,FIX,N54.30.00.00 W014.00.00.00,000.000
438,KOLAG,FIX,N53.02.36.62 E003.15.17.67,000.000
439,KOLID,FIX,N53.34.25.70 W002.45.20.23,000.000
440,KONAN,FIX,N51.07.50.75 E002.00.00.00,000.000
441,KOPUL,FIX,N51.32.31.76 E001.08.13.84,000.000
442,KOTEM,FIX,N50.00.00.00 W001.03.13.83,000.000
443,KOXOD,FIX,N50.42.29.20 W003.19.57.90,000.000
444,KUBAX,FIX,N52.56.33.93 E002.57.13.20,000.000
445,KUGUR,FIX,N55.30.00.00 W010.00.00.00,000.000
446,KUKIS,FIX,N51.41.56.23 W003.04.36.53,000.000
447,KUMIL,FIX,N50.34.31.39 W001.36.38.81,000.000
448,KUNAV,FIX,N50.30.54.00 E001.03.56.00,000.000
449,KUVOX,FIX,N58.04.58.86 W007.36.23.54,000.000
450,KUXEM,FIX,N53.15.11.07 W002.40.46.76,000.000
451,LAGAV,FIX,N56.53.35.12 W004.12.10.37,000.000
452,LAKEY,FIX,N54.14.20.00 W002.58.52.38,000.000
453,LAMAT,FIX,N51.18.07.39 W003.01.02.75,000.000
454,LAMIX,FIX,N53.18.28.66 W000.40.55.52,000.000
455,LAMMA,FIX,N55.51.30.00 W002.46.03.39,000.000
456,LAMRO,FIX,N57.01.51.49 E003.33.09.09,000.000
457,LAMSO,FIX,N52.43.58.43 E002.59.39.68,000.000
458,LANAK,FIX,N55.42.00.87 W003.56.18.64,000.000
459,LANON,FIX,N52.25.51.90 W004.22.20.94,000.000
460,LANPI,FIX,N52.11.15.07 W005.23.29.75,000.000
461,LANVA,FIX,N53.43.47.86 W004.26.37.51,000.000
462,LAPRA,FIX,N52.07.07.18 E001.12.36.45,000.000
463,LARCK,FIX,N50.54.41.83 E000.26.47.93,000.000
464,LARDI,FIX,N53.36.16.09 E003.30.57.16,000.000
465,LARGA,FIX,N54.51.49.54 E004.09.11.97,000.000
466,LARLA,FIX,N49.22.41.13 W007.07.15.22,000.000
467,LASNO,FIX,N48.35.54.00 W009.00.00.00,000.000
468,LATMU,FIX,N53.15.25.00 E002.05.22.00,000.000
469,LAVRI,FIX,N51.15.49.00 E000.34.49.00,000.000
470,LAZTU,FIX,N51.42.16.03 W004.52.00.03,000.000
471,LEDBO,FIX,N52.32.35.09 E002.06.07.51,000.000
472,LEDGO,FIX,N51.14.23.78 W007.34.04.65,000.000
473,LEGRO,FIX,N53.19.34.86 E001.30.45.89,000.000
474,LELDO,FIX,N53.42.59.53 W004.05.07.00,000.000
475,LELNA,FIX,N49.58.56.80 W002.06.23.42,000.000
476,LEMGU,FIX,N52.24.21.56 W005.22.36.38,000.000
477,LESLU,FIX,N51.00.00.00 W008.00.00.00,000.000
478,LESNI,FIX,N57.32.33.14 W001.16.22.40,000.000
479,LESRA,FIX,N55.23.07.98 E005.00.00.00,000.000
480,LESTA,FIX,N52.44.27.09 W001.04.19.42,000.000
481,LIBBA,FIX,N55.43.26.21 W003.44.43.21,000.000
482,LIBSO,FIX,N53.31.29.33 E000.05.36.32,000.000
483,LIFFY,FIX,N53.28.48.28 W005.30.00.00,000.000
484,LIMKA,FIX,N54.30.26.50 W005.13.11.22,000.000
485,LINDY,FIX,N51.28.14.12 W001.02.57.19,000.000
486,LIPGO,FIX,N53.03.50.13 W005.30.00.00,000.000
487,LISBO,FIX,N54.31.30.00 W006.05.24.10,000.000
488,LISTO,FIX,N53.08.35.93 W002.11.56.54,000.000
489,LIVSU,FIX,N51.41.48.74 E000.50.57.72,000.000
490,LIZAD,FIX,N49.35.25.24 W004.19.48.55,000.000
491,LOFFO,FIX,N51.50.12.00 E000.35.56.37,000.000
492,LOGAN,FIX,N51.44.51.32 E001.36.42.58,000.000
493,LOMON,FIX,N56.03.45.57 W004.34.47.86,000.000
494,LOMVO,FIX,N53.16.15.87 W005.10.45.82,000.000
495,LONAM,FIX,N53.50.22.32 E003.56.33.03,000.000
496,LOREL,FIX,N52.00.50.20 W000.03.09.52,000.000
497,LORKU,FIX,N49.56.18.10 W002.22.15.64,000.000
498,LORTA,FIX,N55.31.45.72 W003.56.30.83,000.000
499,LOVEL,FIX,N53.15.06.00 W002.16.27.98,000.000
500,LUCCO,FIX,N55.20.48.54 W004.33.41.11,000.000
501,LUFTU,FIX,N51.51.38.79 W003.55.00.88,000.000
502,LUGIS,FIX,N50.00.00.00 W000.52.20.10,000.000
503,LULOX,FIX,N50.22.00.00 W008.00.00.00,000.000
504,LUSEN,FIX,N60.30.00.00 W010.00.00.00,000.000
505,LUSIV,FIX,N55.40.01.54 W004.14.40.50,000.000
506,LUSOD,FIX,N53.56.22.70 W004.19.26.37,000.000
507,LUTIP,FIX,N53.15.21.89 W004.44.15.59,000.000
508,LUTOV,FIX,N55.14.21.66 W010.00.00.00,000.000
509,LUXIV,FIX,N51.05.10.63 W000.46.57.06,000.000
510,LUXTO,FIX,N52.08.30.66 W002.03.38.38,000.000
511,LYNAS,FIX,N53.26.33.02 W004.20.00.00,000.000
512,MABUG,FIX,N49.47.05.38 W005.56.11.53,000.000
513,MADAD,FIX,N55.54.47.35 W001.44.02.48,000.000
514,MAGEE,FIX,N54.47.29.53 W005.36.30.02,000.000
515,MAKUX,FIX,N53.58.29.90 W004.52.27.89,000.000
516,MALBY,FIX,N51.35.33.28 W002.03.42.00,000.000
517,MALUD,FIX,N53.24.48.17 W003.36.30.30,000.000
518,MAMUL,FIX,N53.25.05.20 W001.16.48.45,000.000
519,MANGO,FIX,N51.41.33.88 E000.47.25.58,000.000
520,MANIG,FIX,N49.47.07.01 W003.15.33.72,000.000
521,MARUK,FIX,N50.14.46.56 W002.04.20.41,000.000
522,MASOP,FIX,N54.09.21.02 W004.21.15.26,000.000
523,MATCH,FIX,N51.46.45.20 E000.15.00.00,000.000
524,MATIK,FIX,N61.00.00.00 W008.04.00.00,000.000
525,MATUT,FIX,N54.10.17.23 W004.38.21.89,000.000
526,MAVET,FIX,N54.02.57.00 W003.31.04.00,000.000
527,MAXIT,FIX,N51.14.59.08 W000.33.42.83,000.000
528,MAYLA,FIX,N51.37.40.76 E000.43.11.80,000.000
529,MEDOG,FIX,N51.57.01.32 W003.32.57.83,000.000
530,MEGEL,FIX,N52.20.57.94 E002.04.25.20,000.000
531,MERLY,FIX,N51.20.00.00 W005.00.00.00,000.000
532,MIMBI,FIX,N51.32.57.08 W001.41.36.00,000.000
533,MIMFO,FIX,N51.13.58.23 E000.29.30.43,000.000
534,MIMKU,FIX,N56.00.00.00 W010.00.00.00,000.000
535,MIMVA,FIX,N53.06.03.21 E003.18.12.63,000.000
536,MIPVO,FIX,N52.13.29.00 E001.36.09.00,000.000
537,MIRSI,FIX,N53.32.16.69 W002.42.42.16,000.000
538,MITSO,FIX,N53.39.06.86 W000.53.37.75,000.000
539,MIVLA,FIX,N50.46.30.00 W001.15.58.02,000.000
540,MOCHA,FIX,N59.32.55.50 W001.21.59.47,000.000
541,MODGO,FIX,N60.26.42.86 W007.39.55.20,000.000
542,MODMI,FIX,N51.14.00.99 W000.29.09.99,000.000
543,MOGLI,FIX,N52.18.30.00 W000.16.08.63,000.000
544,MOGLO,FIX,N55.30.00.00 W014.00.00.00,000.000
545,MOGMO,FIX,N53.24.43.00 W001.12.51.00,000.000
546,MOGTA,FIX,N53.10.08.00 W002.38.10.00,000.000
547,MOKBU,FIX,N51.16.10.10 E001.29.13.78,000.000
548,MOLAK,FIX,N54.36.48.90 W009.30.22.73,000.000
549,MOLIX,FIX,N52.49.19.21 E003.04.07.22,000.000
550,MONAV,FIX,N58.23.06.02 W001.38.11.02,000.000
551,MONTY,FIX,N52.53.34.00 W003.10.26.44,000.000
552,MOPAT,FIX,N51.29.55.20 W007.05.37.23,000.000
553,MORAG,FIX,N52.45.10.00 W005.30.00.00,000.000
554,MOSUN,FIX,N51.53.37.69 W002.26.10.09,000.000
555,MOTOX,FIX,N50.57.27.52 E001.28.00.00,000.000
556,MOVEN,FIX,N52.03.42.81 W001.48.46.72,000.000
557,MULIT,FIX,N51.00.47.00 W003.23.19.00,000.000
558,NAKID,FIX,N49.42.54.09 W004.37.22.57,000.000
559,NALAN,FIX,N61.00.00.00 W006.00.00.00,000.000
560,NALAX,FIX,N53.28.59.89 E000.24.05.94,000.000
561,NANEV,FIX,N57.34.28.67 W002.27.13.91,000.000
562,NANTI,FIX,N53.08.14.54 W002.34.00.51,000.000
563,NANUM,FIX,N52.01.34.97 W001.37.47.00,000.000
564,NAPEX,FIX,N53.12.22.64 W000.51.39.78,000.000
565,NATEB,FIX,N55.02.18.41 W001.41.54.13,000.000
566,NATKO,FIX,N53.27.11.99 W004.38.06.92,000.000
567,NAVEL,FIX,N55.35.13.43 E000.50.30.70,000.000
568,NAVOV,FIX,N51.48.31.00 W003.15.25.00,000.000
569,NAVPI,FIX,N52.32.49.58 E002.50.25.80,000.000
570,NAVSO,FIX,N55.13.22.02 W003.48.48.63,000.000
571,NAXAT,FIX,N51.47.21.00 W001.57.56.00,000.000
572,NAXIL,FIX,N56.57.24.00 W002.43.26.00,000.000
573,NEDEX,FIX,N51.52.37.17 W001.28.19.67,000.000
574,NEDUL,FIX,N50.39.58.00 W001.32.51.86,000.000
575,NEKAP,FIX,N51.43.34.50 W005.17.26.01,000.000
576,NELBO,FIX,N54.29.24.15 W005.18.10.39,000.000
577,NELKO,FIX,N50.42.14.18 W000.57.17.79,000.000
578,NELSA,FIX,N53.51.48.00 W002.11.05.27,000.000
579,NENVO,FIX,N52.42.38.00 W002.53.15.00,000.000
580,NEPNA,FIX,N51.29.58.33 E000.26.56.55,000.000
581,NERTU,FIX,N49.00.00.00 W014.00.00.00,000.000
582,NESDI,FIX,N57.07.18.00 W004.08.48.32,000.000
583,NETKI,FIX,N55.00.00.00 W014.00.00.00,000.000
584,NETVU,FIX,N50.24.45.00 E000.28.54.00,000.000
585,NEVIL,FIX,N50.00.00.00 W000.22.05.64,000.000
586,NEVIS,FIX,N56.41.43.27 W004.32.40.70,000.000
587,NEVRI,FIX,N54.04.06.03 W006.16.11.42,000.000
588,NEXUS,FIX,N56.12.43.34 W001.50.40.99,000.000
589,NEXXU,FIX,N51.32.47.50 W004.43.38.46,000.000
590,NEZZA,FIX,N51.23.52.45 W003.19.16.48,000.000
591,NIBDA,FIX,N51.00.52.20 W000.55.01.48,000.000
592,NIBOG,FIX,N55.00.00.00 W010.00.00.00,000.000
593,NIDGO,FIX,N50.56.57.98 W000.46.07.77,000.000
594,NIGIT,FIX,N51.18.46.96 W001.10.14.71,000.000
595,NILAV,FIX,N45.00.00.00 W013.25.00.00,000.000
596,NILGI,FIX,N52.48.35.00 W003.10.50.00,000.000
597,NILON,FIX,N51.35.46.46 E000.38.03.93,000.000
598,NIMAT,FIX,N53.57.54.10 W005.44.31.75,000.000
599,NINEB,FIX,N54.03.44.27 W004.07.41.84,000.000
600,NINEX,FIX,N58.51.19.55 W009.30.00.00,000.000
601,NIPIT,FIX,N54.27.09.29 W008.24.09.78,000.000
602,NISBI,FIX,N53.21.29.00 W000.39.21.00,000.000
603,NISKA,FIX,N54.15.00.00 W002.30.33.35,000.000
604,NITON,FIX,N52.33.12.00 W003.12.01.39,000.000
605,NIVKO,FIX,N50.56.05.77 E000.32.27.54,000.000
606,NIVUN,FIX,N57.34.11.91 E004.08.12.72,000.000
607,NOBDO,FIX,N55.04.53.28 E002.47.47.63,000.000
608,NOCAD,FIX,N53.58.36.63 W004.59.13.06,000.000
609,NOKIN,FIX,N53.04.36.00 W002.52.58.25,000.000
610,NOMSU,FIX,N53.28.06.04 W003.26.03.79,000.000
611,NONVA,FIX,N51.38.46.45 E001.21.44.31,000.000
612,NOPKI,FIX,N54.05.15.93 W004.26.08.29,000.000
613,NORBO,FIX,N55.35.45.36 W004.45.43.46,000.000
614,NORLA,FIX,N51.37.08.84 W006.52.11.29,000.000
615,NORRY,FIX,N51.28.47.11 W001.07.24.13,000.000
616,NOSLO,FIX,N53.22.53.72 W003.38.41.89,000.000
617,NOTGI,FIX,N50.35.10.14 W000.25.02.94,000.000
618,NOTRO,FIX,N50.26.12.04 W003.10.21.31,000.000
619,NOVBA,FIX,N56.12.00.00 W003.10.51.00,000.000
620,NOVMA,FIX,N51.02.11.79 W000.45.14.92,000.000
621,NUBRI,FIX,N51.20.16.68 W001.13.55.99,000.000
622,NUDNA,FIX,N52.03.54.90 E000.50.16.56,000.000
623,NUGBO,FIX,N51.58.21.96 W000.04.12.09,000.000
624,NUGRA,FIX,N53.01.46.43 W002.18.13.52,000.000
625,NULGU,FIX,N50.52.16.60 W001.59.39.01,000.000
626,NUMPI,FIX,N54.08.40.17 W005.35.36.26,000.000
627,NUMPO,FIX,N51.36.36.21 W003.17.01.13,000.000
628,OBOXA,FIX,N54.10.35.55 W001.54.20.13,000.000
629,OBUBA,FIX,N57.46.40.41 W007.33.19.04,000.000
630,OBUNI,FIX,N53.54.40.00 W002.44.33.00,000.000
631,ODADA,FIX,N50.54.56.17 W005.26.33.52,000.000
632,ODIGI,FIX,N55.11.44.28 W003.25.39.03,000.000
633,ODMIX,FIX,N56.58.12.06 E001.28.02.95,000.000
634,ODMOS,FIX,N54.45.26.32 E003.02.52.23,000.000
635,ODNEK,FIX,N53.34.37.20 W000.18.13.05,000.000
636,ODPEX,FIX,N59.24.35.66 W009.30.00.00,000.000
637,ODREP,FIX,N50.00.00.00 W001.30.07.46,000.000
638,ODROB,FIX,N51.39.15.11 E001.54.45.17,000.000
639,ODUKU,FIX,N51.35.31.78 E000.17.15.47,000.000
640,ODVIK,FIX,N51.09.57.40 E000.29.09.33,000.000
641,ODVOD,FIX,N52.07.55.98 E000.08.52.98,000.000
642,OGTUG,FIX,N53.40.12.00 W005.08.50.00,000.000
643,OKESI,FIX,N51.26.36.24 W002.03.42.00,000.000
644,OKNOB,FIX,N55.21.44.78 W004.49.42.12,000.000
645,OKPAL,FIX,N56.49.21.00 W002.04.35.00,000.000
646,OKTAD,FIX,N51.49.04.47 W002.32.46.30,000.000
647,OKTEM,FIX,N52.43.10.48 W003.11.15.07,000.000
648,OKVAP,FIX,N50.57.48.96 E001.19.55.98,000.000
649,OLGUD,FIX,N50.43.56.27 W001.31.21.75,000.000
650,OLNEY,FIX,N52.07.40.22 W000.44.03.32,000.000
651,OLPOP,FIX,N54.05.32.00 W002.32.08.00,000.000
652,OMOKO,FIX,N48.50.20.30 W012.00.00.00,000.000
653,ORIST,FIX,N50.00.00.00 W001.50.42.00,000.000
654,ORSUM,FIX,N57.03.07.47 W005.17.41.00,000.000
655,ORTAC,FIX,N49.59.57.02 W002.00.18.02,000.000
656,ORTAV,FIX,N59.30.00.00 W010.00.00.00,000.000
657,ORVIK,FIX,N59.38.17.75 E000.40.08.65,000.000
658,ORVUL,FIX,N55.10.38.52 W004.10.07.02,000.000
659,ORVUX,FIX,N50.31.53.46 W003.51.06.53,000.000
660,OSBON,FIX,N61.00.00.00 W005.00.00.00,000.000
661,OSBOX,FIX,N56.48.23.00 W012.48.06.00,000.000
662,OSDEB,FIX,N50.56.54.53 E000.24.47.85,000.000
663,OSGIL,FIX,N51.35.19.67 W005.07.45.38,000.000
664,OSKOT,FIX,N52.20.29.96 W002.03.30.27,000.000
665,OSLEL,FIX,N57.28.58.48 W001.31.58.07,000.000
666,OSMAP,FIX,N49.52.10.63 W005.42.29.29,000.000
667,OSMEG,FIX,N55.08.26.00 W004.06.03.00,000.000
668,OSNUG,FIX,N50.53.36.26 W002.00.13.95,000.000
669,OSPOL,FIX,N50.09.00.00 W000.11.07.84,000.000
670,OTBED,FIX,N53.17.16.71 E000.01.54.61,000.000
671,OTBUN,FIX,N55.16.50.10 W002.26.00.00,000.000
672,OTLAB,FIX,N55.24.36.05 E001.32.45.59,000.000
673,OTMET,FIX,N50.40.55.06 W002.30.53.37,000.000
674,OTSID,FIX,N51.10.22.54 W000.13.51.01,000.000
675,OVDAN,FIX,N57.53.20.66 E000.18.18.06,000.000
676,OXLOW,FIX,N51.01.54.80 W002.00.00.00,000.000
677,PAAVO,FIX,N51.51.49.03 E000.51.15.76,000.000
678,PAVLO,FIX,N50.56.04.77 W005.53.44.28,000.000
679,PEDIG,FIX,N52.44.47.59 W001.43.09.97,000.000
680,PEGZA,FIX,N51.37.30.55 W003.06.09.50,000.000
681,PELET,FIX,N54.39.12.33 E003.25.51.54,000.000
682,PEMOB,FIX,N52.08.37.77 W005.09.41.13,000.000
683,PEMOS,FIX,N61.00.00.00 W004.00.00.00,000.000
684,PENIL,FIX,N53.36.57.47 W003.39.48.72,000.000
685,PENUN,FIX,N57.06.35.65 E004.50.10.79,000.000
686,PENUX,FIX,N51.06.32.00 E000.34.12.00,000.000
687,PEPEG,FIX,N54.01.06.49 W004.31.05.30,000.000
688,PEPIN,FIX,N59.59.31.24 E000.00.54.01,000.000
689,PEPIS,FIX,N51.11.47.95 W001.14.37.22,000.000
690,PEPOD,FIX,N54.16.16.31 W005.34.09.26,000.000
691,PEPUL,FIX,N52.16.03.00 W001.53.14.37,000.000
692,PERUP,FIX,N51.42.33.95 W002.56.32.40,000.000
693,PETIL,FIX,N55.56.19.93 E005.00.00.00,000.000
694,PETOX,FIX,N57.33.33.00 W001.49.02.00,000.000
695,PIBUX,FIX,N51.34.58.88 E001.46.57.42,000.000
696,PIGOT,FIX,N52.29.42.57 W001.04.07.08,000.000
697,PIKIL,FIX,N56.00.00.00 W015.00.00.00,000.000
698,PILIP,FIX,N50.20.03.05 W001.00.26.13,000.000
699,PIPAR,FIX,N56.07.00.00 W003.12.05.74,000.000
700,PIPEM,FIX,N58.09.22.55 W003.44.18.86,000.000
701,PIPIN,FIX,N52.36.36.06 W000.56.30.04,000.000
702,PIXAM,FIX,N52.04.47.00 E001.56.50.00,000.000
703,PIXUP,FIX,N52.01.51.00 W001.06.40.00,000.000
704,PLYMO,FIX,N50.20.45.28 W004.37.37.01,000.000
705,POMAX,FIX,N51.31.37.63 W002.04.52.42,000.000
706,POTON,FIX,N52.05.04.32 W000.25.37.78,000.000
707,PUFAX,FIX,N52.18.52.01 W001.20.42.20,000.000
708,PUPJO,FIX,N51.30.58.89 W002.00.00.00,000.000
709,RAMID,FIX,N52.57.27.79 E002.30.00.00,000.000
710,RAMOX,FIX,N53.39.36.72 W004.50.22.41,000.000
711,RAPIX,FIX,N51.26.38.39 E002.00.00.00,000.000
712,RAPUM,FIX,N54.55.18.28 W001.52.58.08,000.000
713,RATKA,FIX,N49.30.00.00 W008.00.00.00,000.000
714,RATLO,FIX,N51.59.29.13 E001.40.55.18,000.000
715,RATPU,FIX,N56.55.32.00 W002.06.59.00,000.000
716,RATSU,FIX,N61.00.00.00 W010.00.00.00,000.000
717,RAVDI,FIX,N59.29.57.26 W001.22.42.18,000.000
718,RAVLO,FIX,N52.55.01.21 E003.08.53.81,000.000
719,REDFA,FIX,N52.06.52.75 E002.29.16.81,000.000
720,REGSI,FIX,N52.51.18.97 E000.01.51.04,000.000
721,REKNA,FIX,N56.10.29.10 E003.30.00.00,000.000
722,REMSI,FIX,N53.57.36.81 W003.49.31.80,000.000
723,RESNO,FIX,N55.00.00.00 W015.00.00.00,000.000
724,RETSI,FIX,N52.30.42.42 W002.52.32.93,000.000
725,REXAM,FIX,N53.04.00.00 W003.09.37.21,000.000
726,RIBEL,FIX,N54.00.58.00 W002.17.22.76,000.000
727,RIGDI,FIX,N50.16.15.47 W005.59.29.08,000.000
728,RIGVU,FIX,N58.47.35.84 E002.09.17.84,000.000
729,RILES,FIX,N51.56.55.00 W002.55.21.98,000.000
730,RIMOL,FIX,N57.32.33.45 W004.02.29.55,000.000
731,RIMTO,FIX,N53.43.03.25 W001.25.58.78,000.000
732,RIMUP,FIX,N50.51.49.08 W000.43.39.11,000.000
733,RIMVU,FIX,N53.45.11.14 W005.08.24.68,000.000
734,RINGA,FIX,N54.23.54.44 W005.34.15.66,000.000
735,RINIS,FIX,N51.54.29.66 E002.19.20.82,000.000
736,RINTI,FIX,N51.01.58.33 E001.36.55.91,000.000
737,RIPNO,FIX,N54.56.32.00 W003.44.15.00,000.000
738,RISDU,FIX,N57.36.31.42 W001.48.23.78,000.000
739,RISIN,FIX,N51.41.39.05 W001.26.27.64,000.000
740,RISLA,FIX,N53.01.51.39 W002.53.12.29,000.000
741,RITSI,FIX,N55.42.09.36 W001.39.25.50,000.000
742,RIVOT,FIX,N56.24.28.71 E000.46.37.49,000.000
743,RIXUN,FIX,N61.00.00.00 W003.00.00.00,000.000
744,ROBBO,FIX,N55.53.22.96 W004.54.36.56,000.000
745,ROBEM,FIX,N55.27.33.36 W001.01.13.69,000.000
746,ROBOP,FIX,N54.27.08.56 W005.20.05.35,000.000
747,ROBVA,FIX,N52.48.04.00 W002.53.34.00,000.000
748,RODEL,FIX,N50.30.00.00 W015.00.00.00,000.000
749,RODOL,FIX,N53.14.17.00 W001.51.43.00,000.000
750,RODSI,FIX,N54.47.55.62 E002.53.35.05,000.000
751,ROGAG,FIX,N53.14.05.79 W000.17.45.46,000.000
752,ROGBI,FIX,N52.17.46.63 W001.20.06.37,000.000
753,ROKAN,FIX,N53.39.47.50 E003.11.19.84,000.000
754,ROKKE,FIX,N51.04.11.95 E000.02.41.82,000.000
755,ROKSI,FIX,N50.30.12.62 W002.12.51.28,000.000
756,ROKUP,FIX,N53.01.02.13 W001.30.57.29,000.000
757,ROLEX,FIX,N53.25.42.14 W003.58.03.85,000.000
758,ROLUM,FIX,N54.18.19.85 E003.18.31.29,000.000
759,ROPAL,FIX,N55.08.16.53 E003.56.42.67,000.000
760,ROPMU,FIX,N52.06.14.46 E000.29.17.16,000.000
761,ROSUN,FIX,N53.40.08.09 W002.20.57.26,000.000
762,ROTEV,FIX,N54.01.43.72 W006.03.58.39,000.000
763,ROTNO,FIX,N50.51.26.07 E000.46.41.20,000.000
764,ROVLA,FIX,N55.23.38.18 W004.28.24.96,000.000
765,ROVNI,FIX,N53.53.13.00 E000.39.01.00,000.000
766,ROXAT,FIX,N53.24.49.03 E003.00.00.00,000.000
767,ROXOG,FIX,N50.15.58.29 W001.33.44.41,000.000
768,RUBEX,FIX,N55.19.12.14 W006.56.07.21,000.000
769,RUBMI,FIX,N50.16.45.92 W002.19.43.34,000.000
770,RUDMO,FIX,N50.46.39.60 W001.01.27.00,000.000
771,RUGER,FIX,N53.28.57.75 W003.26.52.40,000.000
772,RUGID,FIX,N57.22.08.80 W004.53.54.84,000.000
773,RULAV,FIX,N53.26.14.35 W005.10.01.25,000.000
774,RUXIN,FIX,N56.16.55.00 W012.00.00.00,000.000
775,SABER,FIX,N51.42.13.76 E000.56.58.19,000.000
776,SALCO,FIX,N49.44.13.81 W003.31.46.40,000.000
777,SAMON,FIX,N51.19.21.00 W007.25.04.00,000.000
778,SANBA,FIX,N53.08.21.53 W002.20.02.98,000.000
779,SANDY,FIX,N51.03.50.81 E001.04.03.13,000.000
780,SAPCO,FIX,N52.32.25.00 W001.21.25.00,000.000
781,SEMMU,FIX,N52.46.41.00 W004.02.21.71,000.000
782,SETEL,FIX,N54.00.44.64 W002.26.08.71,000.000
783,SHAPP,FIX,N54.30.00.00 W002.37.38.33,000.000
784,SIDDI,FIX,N50.31.06.74 W003.58.01.98,000.000
785,SILVA,FIX,N51.50.51.34 W001.00.19.40,000.000
786,SIREN,FIX,N51.34.14.56 W001.52.29.03,000.000
787,SIRGO,FIX,N51.37.45.56 E000.38.47.03,000.000
788,SITET,FIX,N50.06.00.00 E000.00.00.00,000.000
789,SITKU,FIX,N53.44.35.77 W004.49.54.26,000.000
790,SIVBU,FIX,N53.27.55.00 W000.34.44.00,000.000
791,SIVDA,FIX,N52.21.21.54 E000.01.47.01,000.000
792,SKERY,FIX,N50.00.00.00 W003.10.23.06,000.000
793,SKESO,FIX,N49.49.29.42 W003.02.02.60,000.000
794,SKINA,FIX,N52.48.17.04 W001.46.23.14,000.000
795,SLANY,FIX,N52.09.30.80 W005.50.31.67,000.000
796,SLYDA,FIX,N54.12.04.37 W005.05.15.07,000.000
797,SMOKI,FIX,N57.46.37.00 W002.35.55.62,000.000
798,SOBDO,FIX,N50.04.25.93 W007.07.00.16,000.000
799,SOKDU,FIX,N50.39.39.22 W002.01.33.06,000.000
800,SOMAX,FIX,N50.00.00.00 W015.00.00.00,000.000
801,SOMVA,FIX,N52.18.26.00 E002.38.38.44,000.000
802,SONDO,FIX,N52.05.05.92 E001.48.42.35,000.000
803,SONEX,FIX,N53.29.52.70 W002.10.20.86,000.000
804,SONOG,FIX,N52.06.19.71 E002.16.10.08,000.000
805,SOPAX,FIX,N53.38.48.89 W004.27.08.06,000.000
806,SOPEK,FIX,N53.06.31.88 E002.30.00.00,000.000
807,SOPIT,FIX,N51.57.29.84 W001.06.26.35,000.000
808,SOPTO,FIX,N55.18.20.17 E005.00.00.00,000.000
809,SOPTU,FIX,N50.35.54.27 W004.09.17.53,000.000
810,SOSAR,FIX,N61.00.00.00 W002.00.00.00,000.000
811,SOSIM,FIX,N53.48.55.75 W004.30.30.46,000.000
812,SOTUN,FIX,N54.10.35.65 E003.37.36.65,000.000
813,SOVAT,FIX,N50.46.45.67 E001.28.00.00,000.000
814,SOVED,FIX,N56.00.00.00 W014.00.00.00,000.000
815,SOXON,FIX,N58.58.06.22 W003.52.22.46,000.000
816,SOXUX,FIX,N50.35.46.32 E000.55.45.48,000.000
817,SPEAR,FIX,N51.34.33.79 E000.42.00.57,000.000
818,STAFA,FIX,N52.51.41.00 W002.14.34.55,000.000
819,STIRA,FIX,N56.08.02.11 W003.50.00.98,000.000
820,STOAT,FIX,N52.01.33.22 W000.01.15.37,000.000
821,SUBIP,FIX,N50.26.44.00 E000.53.06.00,000.000
822,SUBUK,FIX,N54.22.47.81 W003.17.10.85,000.000
823,SUDBY,FIX,N55.17.45.35 W004.16.06.05,000.000
824,SUMIN,FIX,N55.19.45.76 W004.03.18.17,000.000
825,SUMUM,FIX,N51.38.14.25 E002.06.27.77,000.000
826,SUNFI,FIX,N50.58.01.66 W003.52.02.19,000.000
827,SUNOT,FIX,N57.00.00.00 W015.00.00.00,000.000
828,SUNUP,FIX,N51.27.31.48 E001.52.26.63,000.000
829,SUPEL,FIX,N53.13.40.27 E000.35.28.02,000.000
