,name,callsign,frequency,boundary,upper_fl,lower_fl,class
45,CARDIFF CTA 2,CARDIFF,119.155,N51.25.26.00 W003.08.06.00/N51.23.49.00 W003.03.02.00/N051.23.49.0 W003.03.2.0/N051.23.37.49 W003.03.2.17/N051.23.25.99 W003.03.2.66/N051.23.14.49 W003.03.3.47/N051.23.3.01 W003.03.4.6/N051.22.51.54 W003.03.6.05/N051.22.40.08 W003.03.7.82/N051.22.28.65 W003.03.9.91/N051.22.17.24 W003.03.12.32/N051.22.5.86 W003.03.15.05/N051.21.54.51 W003.03.18.09/N051.21.43.2 W003.03.21.45/N051.21.31.92 W003.03.25.12/N051.21.20.69 W003.03.29.1/N051.21.9.5 W003.03.33.4/N051.20.58.36 W003.03.38.01/N051.20.47.27 W003.03.42.92/N051.20.36.24 W003.03.48.15/N051.20.25.26 W003.03.53.68/N051.20.14.35 W003.03.59.51/N051.20.3.51 W003.04.5.65/N051.19.52.73 W003.04.12.09/N051.19.42.02 W003.04.18.82/N051.19.31.39 W003.04.25.85/N051.19.20.84 W003.04.33.18/N051.19.10.37 W003.04.40.8/N051.18.59.98 W003.04.48.71/N051.18.49.68 W003.04.56.9/N051.18.39.48 W003.05.5.38/N051.18.29.36 W003.05.14.14/N051.18.19.35 W003.05.23.18/N051.18.9.43 W003.05.32.5/N051.17.59.62 W003.05.42.09/N051.17.49.91 W003.05.51.95/N051.17.40.31 W003.06.2.07/N051.17.30.83 W003.06.12.47/N051.17.21.46 W003.06.23.12/N051.17.12.21 W003.06.34.03/N051.17.3.07 W003.06.45.2/N051.16.54.07 W003.06.56.62/N051.16.45.18 W003.07.8.28/N051.16.36.43 W003.07.20.19/N051.16.27.81 W003.07.32.34/N051.16.19.32 W003.07.44.73/N051.16.10.96 W003.07.57.35/N051.16.2.75 W003.08.10.2/N051.15.54.68 W003.08.23.27/N051.15.46.75 W003.08.36.57/N051.15.38.97 W003.08.50.08/N051.15.31.34 W003.09.3.81/N051.15.23.86 W003.09.17.74/N051.15.16.53 W003.09.31.88/N051.15.9.35 W003.09.46.22/N051.15.2.34 W003.10.0.76/N51.14.55.00 W003.10.16.00/N51.16.32.00 W003.15.18.00/N051.16.32.0 W003.15.18.0/N051.16.35.54 W003.15.5.91/N051.16.39.21 W003.14.53.93/N051.16.43.01 W003.14.42.04/N051.16.46.94 W003.14.30.27/N051.16.50.99 W003.14.18.6/N051.16.55.18 W003.14.7.05/N051.16.59.49 W003.13.55.61/N051.17.3.92 W003.13.44.3/N051.17.8.48 W003.13.33.11/N051.17.13.15 W003.13.22.05/N051.17.17.95 W003.13.11.12/N051.17.22.87 W003.13.0.32/N051.17.27.9 W003.12.49.67/N051.17.33.05 W003.12.39.15/N051.17.38.31 W003.12.28.78/N051.17.43.69 W003.12.18.55/N051.17.49.18 W003.12.8.48/N051.17.54.77 W003.11.58.56/N051.18.0.47 W003.11.48.79/N051.18.6.28 W003.11.39.19/N051.18.12.2 W003.11.29.75/N051.18.18.21 W003.11.20.47/N051.18.24.33 W003.11.11.36/N051.18.30.54 W003.11.2.42/N051.18.36.85 W003.10.53.66/N051.18.43.26 W003.10.45.07/N051.18.49.75 W003.10.36.67/N051.18.56.34 W003.10.28.44/N051.19.3.02 W003.10.20.4/N051.19.9.78 W003.10.12.54/N051.19.16.63 W003.10.4.87/N051.19.23.57 W003.09.57.4/N051.19.30.58 W003.09.50.11/N051.19.37.67 W003.09.43.03/N051.19.44.84 W003.09.36.14/N051.19.52.08 W003.09.29.45/N051.19.59.39 W003.09.22.97/N051.20.6.77 W003.09.16.68/N051.20.14.22 W003.09.10.61/N051.20.21.74 W003.09.4.74/N051.20.29.32 W003.08.59.08/N051.20.36.96 W003.08.53.64/N051.20.44.65 W003.08.48.4/N051.20.52.41 W003.08.43.38/N051.21.0.21 W003.08.38.58/N051.21.8.07 W003.08.34.0/N051.21.15.98 W003.08.29.63/N051.21.23.93 W003.08.25.49/N051.21.31.93 W003.08.21.56/N051.21.39.97 W003.08.17.87/N051.21.48.05 W003.08.14.39/N051.21.56.16 W003.08.11.14/N051.22.4.31 W003.08.8.12/N051.22.12.49 W003.08.5.32/N051.22.20.7 W003.08.2.75/N051.22.28.94 W003.08.0.42/N051.22.37.2 W003.07.58.31/N051.22.45.48 W003.07.56.43/N051.22.53.79 W003.07.54.78/N051.23.2.1 W003.07.53.37/N051.23.10.44 W003.07.52.18/N051.23.18.78 W003.07.51.23/N051.23.27.14 W003.07.50.52/N051.23.35.5 W003.07.50.03/N051.23.43.86 W003.07.49.78/N051.23.52.23 W003.07.49.76/N051.24.0.59 W003.07.49.98/N051.24.8.95 W003.07.50.42/N051.24.17.31 W003.07.51.11/N051.24.25.66 W003.07.52.02/N051.24.33.99 W003.07.53.17/N051.24.42.31 W003.07.54.55/N051.24.50.62 W003.07.56.16/N051.24.58.9 W003.07.58.01/N051.25.7.17 W003.08.0.08/N051.25.15.41 W003.08.2.39/N51.25.26.00 W003.08.06.00,105,1500,D
46,CARDIFF CTA 3,CARDIFF,119.155,N51.33.09.00 W003.32.36.00/N51.29.57.00 W003.22.22.00/N51.30.21.00 W003.27.55.00/N051.30.21.0 W003.27.55.0/N051.30.16.15 W003.28.5.92/N051.30.11.18 W003.28.16.7/N051.30.6.09 W003.28.27.33/N051.30.0.88 W003.28.37.83/N051.29.55.57 W003.28.48.17/N051.29.50.14 W003.28.58.37/N051.29.44.6 W003.29.8.41/N051.29.38.95 W003.29.18.29/N051.29.33.19 W003.29.28.01/N051.29.27.33 W003.29.37.57/N051.29.21.37 W003.29.46.96/N051.29.15.3 W003.29.56.19/N051.29.9.14 W003.30.5.24/N051.29.2.87 W003.30.14.12/N051.28.56.51 W003.30.22.82/N051.28.50.06 W003.30.31.35/N051.28.43.52 W003.30.39.69/N051.28.36.88 W003.30.47.84/N051.28.30.16 W003.30.55.81/N051.28.23.35 W003.31.3.59/N051.28.16.45 W003.31.11.17/N051.28.9.48 W003.31.18.56/N051.28.2.42 W003.31.25.76/N051.27.55.29 W003.31.32.75/N051.27.48.08 W003.31.39.55/N051.27.40.8 W003.31.46.14/N051.27.33.45 W003.31.52.53/N051.27.26.03 W003.31.58.71/N051.27.18.54 W003.32.4.68/N051.27.10.99 W003.32.10.44/N051.27.3.38 W003.32.15.99/N051.26.55.71 W003.32.21.32/N051.26.47.98 W003.32.26.44/N051.26.40.2 W003.32.31.34/N051.26.32.36 W003.32.36.02/N051.26.24.47 W003.32.40.49/N051.26.16.54 W003.32.44.73/N051.26.8.56 W003.32.48.75/N051.26.0.54 W003.32.52.54/N051.25.52.48 W003.32.56.11/N051.25.44.38 W003.32.59.46/N051.25.36.25 W003.33.2.57/N051.25.28.08 W003.33.5.46/N051.25.19.88 W003.33.8.12/N051.25.11.66 W003.33.10.56/N051.25.3.41 W003.33.12.76/N051.24.55.13 W003.33.14.73/N051.24.46.84 W003.33.16.47/N051.24.38.53 W003.33.17.97/N051.24.30.2 W003.33.19.25/N051.24.21.86 W003.33.20.29/N051.24.13.51 W003.33.21.1/N051.24.5.16 W003.33.21.67/N051.23.56.8 W003.33.22.02/N051.23.48.43 W003.33.22.13/N051.23.40.07 W003.33.22.0/N051.23.31.71 W003.33.21.65/N051.23.23.35 W003.33.21.05/N051.23.15.0 W003.33.20.23/N051.23.6.66 W003.33.19.18/N051.22.58.34 W003.33.17.89/N051.22.50.03 W003.33.16.37/N051.22.41.73 W003.33.14.62/N051.22.33.46 W003.33.12.63/N051.22.25.21 W003.33.10.42/N051.22.16.99 W003.33.7.98/N51.22.08.00 W003.33.05.00/N51.24.13.00 W003.39.45.00/N051.24.13.0 W003.39.45.0/N051.24.25.54 W003.39.44.17/N051.24.38.07 W003.39.42.99/N051.24.50.59 W003.39.41.46/N051.25.3.08 W003.39.39.59/N051.25.15.56 W003.39.37.36/N051.25.28.0 W003.39.34.78/N051.25.40.42 W003.39.31.86/N051.25.52.8 W003.39.28.59/N051.26.5.15 W003.39.24.98/N051.26.17.46 W003.39.21.02/N051.26.29.72 W003.39.16.71/N051.26.41.93 W003.39.12.07/N051.26.54.08 W003.39.7.08/N051.27.6.19 W003.39.1.76/N051.27.18.23 W003.38.56.09/N051.27.30.21 W003.38.50.09/N051.27.42.12 W003.38.43.75/N051.27.53.96 W003.38.37.09/N051.28.5.72 W003.38.30.09/N051.28.17.41 W003.38.22.76/N051.28.29.02 W003.38.15.11/N051.28.40.54 W003.38.7.13/N051.28.51.97 W003.37.58.83/N051.29.3.3 W003.37.50.21/N051.29.14.55 W003.37.41.27/N051.29.25.69 W003.37.32.02/N051.29.36.73 W003.37.22.46/N051.29.47.67 W003.37.12.59/N051.29.58.49 W003.37.2.41/N051.30.9.21 W003.36.51.93/N051.30.19.8 W003.36.41.16/N051.30.30.28 W003.36.30.08/N051.30.40.63 W003.36.18.71/N051.30.50.86 W003.36.7.06/N051.31.0.96 W003.35.55.12/N051.31.10.93 W003.35.42.89/N051.31.20.76 W003.35.30.39/N051.31.30.46 W003.35.17.61/N051.31.40.01 W003.35.4.56/N051.31.49.42 W003.34.51.25/N051.31.58.69 W003.34.37.67/N051.32.7.8 W003.34.23.84/N051.32.16.76 W003.34.9.75/N051.32.25.57 W003.33.55.4/N051.32.34.22 W003.33.40.82/N051.32.42.71 W003.33.25.99/N051.32.51.03 W003.33.10.92/N051.32.59.19 W003.32.55.63/N51.33.09.00 W003.32.36.00,105,2000,D
47,CARDIFF CTA 4,CARDIFF,119.155,N51.34.58.00 W003.25.22.00/N51.27.15.00 W003.00.58.00/N51.23.49.00 W003.03.02.00/N51.33.09.00 W003.32.36.00/N51.33.35.00 W003.32.05.00/N51.34.58.00 W003.25.22.00,105,3000,D
48,CARDIFF CTA 5,CARDIFF,119.155,N51.24.13.00 W003.39.45.00/N51.14.55.00 W003.10.16.00/N051.14.55.0 W003.10.16.0/N051.15.1.85 W003.10.1.26/N051.15.8.86 W003.09.46.71/N051.15.16.03 W003.09.32.36/N051.15.23.35 W003.09.18.2/N051.15.30.83 W003.09.4.25/N051.15.38.46 W003.08.50.51/N051.15.46.23 W003.08.36.99/N051.15.54.16 W003.08.23.68/N051.16.2.22 W003.08.10.59/N051.16.10.43 W003.07.57.72/N051.16.18.78 W003.07.45.09/N051.16.27.27 W003.07.32.69/N051.16.35.88 W003.07.20.52/N051.16.44.64 W003.07.8.6/N051.16.53.51 W003.06.56.92/N051.17.2.52 W003.06.45.48/N051.17.11.65 W003.06.34.3/N051.17.20.9 W003.06.23.38/N051.17.30.27 W003.06.12.71/N051.17.39.75 W003.06.2.3/N051.17.49.34 W003.05.52.15/N051.17.59.05 W003.05.42.28/N051.18.8.86 W003.05.32.67/N051.18.18.77 W003.05.23.34/N051.18.28.79 W003.05.14.28/N051.18.38.9 W003.05.5.51/N051.18.49.11 W003.04.57.01/N051.18.59.4 W003.04.48.8/N051.19.9.79 W003.04.40.88/N051.19.20.26 W003.04.33.24/N051.19.30.81 W003.04.25.9/N051.19.41.44 W003.04.18.85/N051.19.52.15 W003.04.12.1/N051.20.2.92 W003.04.5.65/N051.20.13.77 W003.03.59.5/N051.20.24.68 W003.03.53.65/N051.20.35.66 W003.03.48.1/N051.20.46.69 W003.03.42.86/N051.20.57.78 W003.03.37.93/N051.21.8.92 W003.03.33.3/N051.21.20.11 W003.03.28.99/N051.21.31.35 W003.03.24.99/N051.21.42.62 W003.03.21.3/N051.21.53.94 W003.03.17.93/N051.22.5.29 W003.03.14.87/N051.22.16.67 W003.03.12.13/N051.22.28.08 W003.03.9.7/N051.22.39.52 W003.03.7.6/N051.22.50.97 W003.03.5.81/N051.23.2.45 W003.03.4.35/N051.23.13.94 W003.03.3.2/N051.23.25.44 W003.03.2.37/N051.23.36.94 W003.03.1.87/N51.23.49.00 W003.03.02.00/N51.12.47.00 W003.03.02.00/N51.10.10.00 W003.13.41.00/N51.11.15.00 W003.29.29.00/N51.13.09.00 W003.29.10.00/N51.24.13.00 W003.39.45.00,105,3000,D
49,CARDIFF CTA 6,CARDIFF,119.155,N51.39.46.00 W003.24.32.00/N51.38.39.00 W003.17.27.00/N51.34.50.00 W002.42.06.00/N51.27.15.00 W003.00.58.00/N51.34.58.00 W003.25.22.00/N51.33.35.00 W003.32.05.00/N51.39.46.00 W003.24.32.00,105,4000,D
50,CARDIFF CTA 7,CARDIFF,119.155,N51.11.15.00 W003.29.29.00/N51.10.10.00 W003.13.41.00/N51.05.12.00 W003.14.34.00/N51.06.17.00 W003.30.20.00/N51.11.15.00 W003.29.29.00,65,4500,D
51,CARDIFF CTA 8,CARDIFF,119.155,N51.39.50.00 W003.08.22.00/N51.39.47.00 W002.48.58.00/N51.34.50.00 W002.42.06.00/N51.37.43.00 W003.08.45.00/N51.39.50.00 W003.08.22.00,75,5500,D
52,CHANNEL ISLANDS CTA 2,JERSEY,120.450,N50.00.00.00 W002.00.00.00/N50.00.00.00 W001.47.00.00/N49.44.00.00 W002.00.00.00/N50.00.00.00 W002.00.00.00,80,3500,D
53,CHANNEL ISLANDS CTA 1 SOUTH,JERSEY,120.450,N49.49.51.00 W003.00.00.00/N49.35.00.00 W003.00.00.00/N49.48.02.00 W003.10.23.00/N49.49.51.00 W003.00.00.00,80,55,D
54,CLACTON CTA 1,LONDON ACC,130.925,N52.26.32.00 W000.37.02.00/N52.26.21.00 E000.01.53.00/N52.21.22.00 E000.01.47.00/N52.11.26.00 W000.22.20.00/N52.26.32.00 W000.37.02.00,195,155,A
55,CLACTON CTA 2,LONDON ACC,121.230,N52.20.26.00 E001.14.50.00/N52.20.08.00 E001.30.19.00/N52.03.27.00 E001.44.52.00/N51.58.08.00 E001.18.29.00/N52.07.07.00 E001.12.36.00/N52.10.32.00 E001.02.00.00/N52.08.39.00 E000.50.47.00/N52.12.21.00 E000.48.19.00/N52.12.45.00 E000.53.22.00/N52.20.26.00 E001.14.50.00,195,105,A
56,CLACTON CTA 3,LONDON ACC,121.230,N52.10.32.00 E001.02.00.00/N52.07.07.00 E001.12.36.00/N51.58.08.00 E001.18.29.00/N51.55.48.00 E001.07.05.00/N51.58.06.00 E000.58.00.00/N52.08.39.00 E000.50.47.00/N52.10.32.00 E001.02.00.00,195,85,A
57,CLACTON CTA 4,LONDON ACC,121.230,N52.25.10.00 E001.28.16.00/N52.24.52.00 E001.42.37.00/N52.10.24.00 E001.55.10.00/N52.09.40.00 E001.39.28.00/N52.20.08.00 E001.30.19.00/N52.20.26.00 E001.14.50.00/N52.25.10.00 E001.28.16.00,195,165,A
58,CLACTON CTA 5,LONDON ACC,121.230,N52.13.04.00 E002.34.17.00/N51.52.20.00 E002.17.37.00/N51.52.22.00 E001.26.35.00/N51.59.04.00 E001.23.02.00/N52.13.04.00 E002.34.17.00,195,85,A
59,CLACTON CTA 6,LONDON ACC,121.230,N52.11.50.00 E002.27.48.00/N52.03.27.00 E001.44.52.00/N52.09.40.00 E001.39.28.00/N52.11.50.00 E002.27.48.00,195,135,A
60,CLACTON CTA 7,LONDON ACC,135.425,N51.52.22.00 E001.26.35.00/N51.52.20.00 E002.17.37.00/N51.30.00.00 E002.00.00.00/N51.29.22.00 E002.00.00.00/N51.30.24.00 E001.37.33.00/N51.27.08.00 E001.38.26.00/N51.20.53.00 E001.36.11.00/N51.21.06.00 E001.30.52.00/N51.21.30.00 E001.21.40.00/N51.22.47.00 E001.15.49.00/N51.39.05.00 E001.25.00.00/N51.52.22.00 E001.26.35.00,195,65,A
61,CLACTON CTA 9,LONDON ACC,135.425,N51.30.24.00 E001.37.33.00/N51.29.22.00 E002.00.00.00/N51.19.48.00 E002.00.00.00/N51.20.53.00 E001.36.11.00/N51.27.08.00 E001.38.26.00/N51.30.24.00 E001.37.33.00,195,105,A
62,COTSWOLD CTA 1,LONDON ACC,134.755,N51.39.46.00 W003.24.32.00/N51.38.39.00 W003.17.27.00/N51.37.43.00 W003.08.45.00/N51.34.50.00 W002.42.06.00/N51.24.19.00 W002.45.05.00/N51.26.08.00 W003.10.50.00/N51.10.10.00 W003.13.41.00/N51.11.15.00 W003.29.29.00/N51.39.46.00 W003.24.32.00,195,105,A
63,COTSWOLD CTA 2,LONDON ACC,134.755,N51.26.08.00 W003.10.50.00/N51.24.19.00 W002.45.05.00/N51.23.31.00 W002.34.10.00/N51.16.20.00 W002.33.28.00/N51.15.38.00 W002.51.20.00/N51.15.05.00 W002.53.35.00/N51.10.10.00 W003.13.41.00/N51.26.08.00 W003.10.50.00,195,165,C
64,COTSWOLD CTA 3,LONDON ACC,134.755,N51.44.40.00 W002.39.18.00/N51.44.13.00 W002.35.17.00/N51.41.25.00 W002.10.26.00/N51.31.35.00 W002.13.21.00/N51.34.50.00 W002.42.06.00/N51.44.40.00 W002.39.18.00,195,75,A
65,COTSWOLD CTA 4,LONDON ACC,134.755,N51.40.28.00 W002.02.14.00/N51.39.28.00 W001.53.38.00/N51.36.40.00 W001.30.11.00/N51.36.07.00 W001.25.47.00/N51.26.19.00 W001.28.50.00/N51.26.24.00 W001.29.33.00/N51.30.39.00 W002.05.10.00/N51.40.28.00 W002.02.14.00,195,65,A
66,COTSWOLD CTA 5,LONDON ACC,134.755,N51.53.51.00 W002.30.17.00/N51.47.06.00 W002.05.09.00/N51.41.17.00 W002.09.16.00/N51.41.25.00 W002.10.26.00/N51.44.13.00 W002.35.17.00/N51.53.51.00 W002.30.17.00,195,155,A
67,COTSWOLD CTA 6,LONDON ACC,134.755,N51.47.06.00 W002.05.09.00/N51.43.14.00 W001.50.58.00/N51.39.28.00 W001.53.38.00/N51.40.28.00 W002.02.14.00/N51.41.17.00 W002.09.16.00/N51.47.06.00 W002.05.09.00,195,125,A
68,COTSWOLD CTA 7,LONDON ACC,134.755,N51.43.14.00 W001.50.58.00/N51.39.43.00 W001.26.46.00/N51.39.11.00 W001.26.29.00/N51.36.40.00 W001.30.11.00/N51.39.28.00 W001.53.38.00/N51.43.14.00 W001.50.58.00,195,105,A
69,COTSWOLD CTA 8,LONDON ACC,134.755,N51.49.54.00 W003.23.23.00/N51.48.25.00 W003.14.06.00/N51.47.43.00 W003.07.25.00/N51.43.08.00 W003.07.46.00/N51.37.43.00 W003.08.45.00/N51.38.39.00 W003.17.27.00/N51.39.46.00 W003.24.32.00/N51.43.55.00 W003.23.48.00/N51.49.54.00 W003.23.23.00,195,5500,A
70,COTSWOLD CTA 9,LONDON ACC,134.755,N51.53.43.00 W003.23.06.00/N51.53.16.00 W003.06.58.00/N51.47.43.00 W003.07.25.00/N51.48.25.00 W003.14.06.00/N51.49.54.00 W003.23.23.00/N51.53.43.00 W003.23.06.00,195,75,A
71,COTSWOLD CTA 10,LONDON ACC,134.755,N51.57.43.00 W003.22.49.00/N51.57.16.00 W003.06.40.00/N51.53.16.00 W003.06.58.00/N51.53.43.00 W003.23.06.00/N51.57.43.00 W003.22.49.00,195,95,A
72,COTSWOLD CTA 11,LONDON ACC,134.755,N51.57.16.00 W003.06.40.00/N51.56.40.00 W002.47.18.00/N51.45.39.00 W002.48.14.00/N51.47.43.00 W003.07.25.00/N51.53.16.00 W003.06.58.00/N51.57.16.00 W003.06.40.00,195,105,A
73,COTSWOLD CTA 12,LONDON ACC,134.755,N51.47.43.00 W003.07.25.00/N51.45.39.00 W002.48.14.00/N51.44.40.00 W002.39.18.00/N51.34.50.00 W002.42.06.00/N51.37.43.00 W003.08.45.00/N51.43.08.00 W003.07.46.00/N51.47.43.00 W003.07.25.00,195,75,A
74,COTSWOLD CTA 13,LONDON ACC,134.755,N51.34.50.00 W002.42.06.00/N51.31.35.00 W002.13.21.00/N51.30.39.00 W002.05.10.00/N51.26.24.00 W001.29.33.00/N51.18.37.00 W001.28.13.00/N51.17.26.00 W001.28.43.00/N51.19.35.00 W001.43.20.00/N51.23.31.00 W002.34.10.00/N51.24.19.00 W002.45.05.00/N51.34.50.00 W002.42.06.00,195,105,A
75,COTSWOLD CTA 14,LONDON ACC,134.755,N51.41.25.00 W002.10.26.00/N51.41.17.00 W002.09.16.00/N51.40.28.00 W002.02.14.00/N51.30.39.00 W002.05.10.00/N51.31.35.00 W002.13.21.00/N51.41.25.00 W002.10.26.00,195,75,A
76,COTSWOLD CTA 15,LONDON ACC,134.755,N52.05.26.00 W002.30.50.00/N51.57.03.00 W002.16.33.00/N51.52.08.00 W002.23.50.00/N51.53.51.00 W002.30.17.00/N51.44.13.00 W002.35.17.00/N51.45.39.00 W002.48.14.00/N51.56.43.00 W002.47.18.00/N52.05.26.00 W002.30.50.00,195,125,C
77,COTSWOLD CTA 16,LONDON ACC,134.755,N51.53.51.00 W002.30.17.00/N51.52.08.00 W002.23.50.00/N51.44.13.00 W002.35.17.00/N51.53.51.00 W002.30.17.00,155,125,C
78,COTSWOLD CTA 17,LONDON ACC,133.600,N52.50.46.00 W002.45.29.00/N52.32.53.00 W002.30.11.00/N52.17.02.00 W002.12.51.00/N52.05.26.00 W002.30.50.00/N51.56.43.00 W002.47.18.00/N52.01.39.00 W002.46.52.00/N52.30.40.00 W002.44.21.00/N52.42.23.00 W002.45.00.00/N52.47.48.00 W002.45.19.00/N52.50.46.00 W002.45.29.00,195,175,C
79,COTSWOLD CTA 18,LONDON ACC,134.755,N52.17.02.00 W002.12.51.00/N52.06.48.00 W002.01.48.00/N51.57.03.00 W002.16.33.00/N52.05.26.00 W002.30.50.00/N52.17.02.00 W002.12.51.00,195,75,C
80,DAVENTRY CTA 1,SCOTTISH ACC,119.530,N53.26.14.00 W001.50.24.00/N53.19.52.00 W001.47.57.00/N53.04.12.00 W001.56.47.00/N53.07.32.00 W002.00.56.00/N53.26.14.00 W001.50.24.00,195,4500,A
81,DAVENTRY CTA 2,SCOTTISH ACC,119.530,N53.19.52.00 W001.47.57.00/N53.09.52.00 W001.44.07.00/N53.01.08.00 W001.53.00.00/N53.04.12.00 W001.56.47.00/N53.19.52.00 W001.47.57.00,195,5500,A
82,DAVENTRY CTA 3,LONDON ACC,130.925,N53.11.45.00 W001.35.58.00/N52.14.03.00 W001.00.09.00/N52.13.55.00 W001.00.26.00/N52.47.02.00 W001.35.41.00/N53.01.08.00 W001.53.00.00/N53.09.52.00 W001.44.07.00/N53.11.45.00 W001.35.58.00,195,5500,A
83,DAVENTRY CTA 4,LONDON ACC,130.925,N52.14.03.00 W001.00.09.00/N52.10.49.00 W001.06.50.00/N52.06.33.00 W001.26.17.00/N52.04.28.00 W001.22.45.00/N52.08.43.00 W001.03.39.00/N52.12.22.00 W000.56.08.00/N52.14.03.00 W001.00.09.00,195,5500,A
84,DAVENTRY CTA 5,LONDON ACC,130.925,N52.12.22.00 W000.56.08.00/N52.08.43.00 W001.03.39.00/N52.04.28.00 W001.22.45.00/N51.57.45.00 W001.11.26.00/N52.04.21.00 W000.37.12.00/N52.12.22.00 W000.56.08.00,195,65,A
85,DAVENTRY CTA 6,LONDON ACC,130.925,N51.56.26.00 W001.10.22.00/N51.44.20.00 W001.00.41.00/N51.40.19.00 W001.05.07.00/N51.56.26.00 W001.10.22.00,195,65,A
86,DAVENTRY CTA 7,SCOTTISH ACC,134.430,N53.07.32.00 W002.00.56.00/N53.04.12.00 W001.56.47.00/N53.01.15.00 W001.58.26.00/N52.58.28.00 W002.08.54.00/N52.58.58.00 W002.33.14.00/N53.04.43.00 W002.40.01.00/N53.06.26.00 W002.43.49.00/N53.06.02.00 W002.22.46.00/N53.07.32.00 W002.00.56.00,195,4500,A
87,DAVENTRY CTA 8,SCOTTISH ACC,134.430,N53.04.12.00 W001.56.47.00/N52.58.33.00 W001.49.48.00/N52.48.00.00 W001.52.16.00/N52.42.16.00 W002.13.43.00/N52.58.58.00 W002.33.14.00/N52.58.28.00 W002.08.54.00/N53.01.15.00 W001.58.26.00/N53.04.12.00 W001.56.47.00,195,5500,A
88,DAVENTRY CTA 9,LONDON ACC,130.925,N52.58.33.00 W001.49.48.00/N52.47.02.00 W001.35.41.00/N52.13.55.00 W001.00.26.00/N52.10.49.00 W001.06.50.00/N52.06.33.00 W001.26.17.00/N52.11.35.00 W001.34.50.00/N052.11.35.0 W001.34.50.0/N052.11.28.62 W001.35.17.0/N052.11.22.53 W001.35.44.17/N052.11.16.72 W001.36.11.51/N052.11.11.21 W001.36.39.01/N052.11.6.0 W001.37.6.66/N052.11.1.08 W001.37.34.45/N052.10.56.45 W001.38.2.37/N052.10.52.13 W001.38.30.42/N052.10.48.1 W001.38.58.59/N052.10.44.38 W001.39.26.87/N052.10.40.96 W001.39.55.24/N52.10.39.00 W001.40.12.00/N52.14.31.00 W001.41.59.00/N52.42.16.00 W002.13.43.00/N52.48.00.00 W001.52.16.00/N52.58.33.00 W001.49.48.00,195,4500,A
89,DAVENTRY CTA 10,SCOTTISH ACC,119.530,N53.26.56.00 W001.50.00.00/N53.27.19.00 W001.46.17.00/N53.11.37.00 W001.36.31.00/N53.09.52.00 W001.44.07.00/N53.26.14.00 W001.50.24.00/N53.26.56.00 W001.50.00.00,195,65,A
90,DAVENTRY CTA 11,SCOTTISH ACC,119.530,N53.22.27.00 W001.43.15.00/N53.21.09.00 W001.29.04.00/N53.20.03.00 W001.30.42.00/N53.19.30.00 W001.31.31.00/N53.11.43.00 W001.31.42.00/N53.05.17.00 W001.31.52.00/N53.11.45.00 W001.35.58.00/N53.11.37.00 W001.36.31.00/N53.22.27.00 W001.43.15.00,195,85,A
91,DAVENTRY CTA 12,LONDON ACC,130.925,N53.20.03.00 W001.30.42.00/N53.11.39.00 W001.22.06.00/N52.11.26.00 W000.22.20.00/N52.10.02.00 W000.24.27.00/N52.11.18.00 W000.33.23.00/N52.34.06.00 W001.12.24.00/N53.05.17.00 W001.31.52.00/N53.11.43.00 W001.31.42.00/N53.19.30.00 W001.31.31.00/N53.20.03.00 W001.30.42.00,195,105,A
92,DAVENTRY CTA 13,LONDON ACC,130.925,N52.34.06.00 W001.12.24.00/N52.11.18.00 W000.33.23.00/N52.10.02.00 W000.24.27.00/N52.03.16.00 W000.34.41.00/N52.14.03.00 W001.00.09.00/N52.34.06.00 W001.12.24.00,195,75,A
93,DAVENTRY CTA 14,LONDON ACC,121.030,N52.01.29.00 W001.37.58.00/N52.04.28.00 W001.22.45.00/N51.57.45.00 W001.11.26.00/N51.56.26.00 W001.10.22.00/N51.40.19.00 W001.05.07.00/N51.34.23.00 W001.11.38.00/N51.36.40.00 W001.30.11.00/N51.39.11.00 W001.26.29.00/N52.01.29.00 W001.37.58.00,195,85,A
94,DAVENTRY CTA 15,LONDON ACC,121.030,N51.58.53.00 W001.53.19.00/N52.04.29.00 W001.39.32.00/N51.39.43.00 W001.26.46.00/N51.40.55.00 W001.34.58.00/N51.42.11.00 W001.35.37.00/N51.58.53.00 W001.53.19.00,195,105,A
95,DAVENTRY CTA 16,LONDON ACC,121.030,N52.04.20.00 W001.39.27.00/N52.06.50.00 W001.26.45.00/N52.04.28.00 W001.22.45.00/N52.01.29.00 W001.37.58.00/N52.04.20.00 W001.39.27.00,195,75,A
96,DAVENTRY CTA 17,LONDON ACC,121.030,N52.07.11.00 W001.40.56.00/N52.09.11.00 W001.30.46.00/N52.06.50.00 W001.26.45.00/N52.04.20.00 W001.39.27.00/N52.07.11.00 W001.40.56.00,195,65,A
