,name,callsign,frequency,boundary,upper_fl,lower_fl,class
10,BERRY HEAD CTA 6,LONDON ACC,132.950,N51.17.41.00 W007.28.05.00/N51.03.19.00 W007.06.32.00/N50.56.26.00 W007.18.01.00/N51.11.06.00 W007.40.03.00/N51.17.41.00 W007.28.05.00,195,175,A
11,BERRY HEAD CTA 7,LONDON ACC,132.950,N51.17.41.00 W007.28.05.00/N51.03.19.00 W007.06.32.00/N50.56.26.00 W007.18.01.00/N51.11.06.00 W007.40.03.00/N51.17.41.00 W007.28.05.00,245,195,C
12,BIRMINGHAM CTA 1,BIRMINGHAM APP,123.980,N52.40.15.00 W001.47.44.00/N52.35.07.00 W001.41.54.00/N052.35.7.0 W001.41.54.0/N052.35.8.93 W001.42.7.35/N052.35.10.72 W001.42.20.76/N052.35.12.37 W001.42.34.21/N052.35.13.88 W001.42.47.71/N052.35.15.23 W001.43.1.25/N052.35.16.45 W001.43.14.83/N052.35.17.52 W001.43.28.44/N052.35.18.44 W001.43.42.08/N052.35.19.22 W001.43.55.75/N052.35.19.86 W001.44.9.43/N052.35.20.35 W001.44.23.13/N052.35.20.69 W001.44.36.84/N052.35.20.88 W001.44.50.57/N052.35.20.93 W001.45.4.29/N052.35.20.83 W001.45.18.01/N052.35.20.59 W001.45.31.73/N052.35.20.2 W001.45.45.44/N052.35.19.66 W001.45.59.14/N052.35.18.98 W001.46.12.82/N052.35.18.15 W001.46.26.47/N052.35.17.18 W001.46.40.1/N052.35.16.06 W001.46.53.7/N052.35.14.8 W001.47.7.27/N052.35.13.39 W001.47.20.8/N052.35.11.84 W001.47.34.28/N052.35.10.14 W001.47.47.72/N052.35.8.3 W001.48.1.11/N052.35.6.32 W001.48.14.44/N052.35.4.2 W001.48.27.72/N052.35.1.94 W001.48.40.93/N052.34.59.53 W001.48.54.07/N052.34.56.99 W001.49.7.14/N052.34.54.31 W001.49.20.14/N052.34.51.48 W001.49.33.05/N052.34.48.53 W001.49.45.89/N052.34.45.43 W001.49.58.63/N052.34.42.2 W001.50.11.29/N052.34.38.84 W001.50.23.85/N052.34.35.34 W001.50.36.31/N052.34.31.71 W001.50.48.67/N052.34.27.95 W001.51.0.92/N052.34.24.05 W001.51.13.06/N052.34.20.03 W001.51.25.09/N052.34.15.89 W001.51.37.0/N052.34.11.61 W001.51.48.79/N052.34.7.21 W001.52.0.46/N052.34.2.69 W001.52.11.99/N052.33.58.04 W001.52.23.4/N052.33.53.28 W001.52.34.66/N052.33.48.39 W001.52.45.79/N052.33.43.39 W001.52.56.78/N052.33.38.27 W001.53.7.62/N052.33.33.03 W001.53.18.32/N052.33.27.69 W001.53.28.86/N052.33.22.23 W001.53.39.24/N052.33.16.66 W001.53.49.47/N052.33.10.98 W001.53.59.53/N052.33.5.19 W001.54.9.43/N052.32.59.31 W001.54.19.16/N052.32.53.31 W001.54.28.72/N052.32.47.22 W001.54.38.11/N052.32.41.03 W001.54.47.32/N052.32.34.74 W001.54.56.35/N052.32.28.36 W001.55.5.2/N052.32.21.88 W001.55.13.87/N052.32.15.31 W001.55.22.35/N052.32.8.65 W001.55.30.63/N052.32.1.91 W001.55.38.73/N052.31.55.07 W001.55.46.63/N052.31.48.16 W001.55.54.33/N052.31.41.17 W001.56.1.83/N052.31.34.09 W001.56.9.13/N052.31.26.94 W001.56.16.23/N052.31.19.71 W001.56.23.12/N052.31.12.42 W001.56.29.8/N052.31.5.05 W001.56.36.27/N052.30.57.61 W001.56.42.53/N052.30.50.11 W001.56.48.57/N052.30.42.55 W001.56.54.4/N052.30.34.92 W001.57.0.01/N052.30.27.24 W001.57.5.4/N052.30.19.5 W001.57.10.57/N052.30.11.7 W001.57.15.52/N052.30.3.86 W001.57.20.24/N052.29.55.96 W001.57.24.74/N052.29.48.02 W001.57.29.01/N052.29.40.03 W001.57.33.06/N052.29.32.0 W001.57.36.87/N052.29.23.94 W001.57.40.45/N052.29.15.83 W001.57.43.8/N052.29.7.69 W001.57.46.92/N052.28.59.52 W001.57.49.81/N052.28.51.32 W001.57.52.46/N052.28.43.09 W001.57.54.87/N52.28.35.00 W001.57.58.00/N52.33.35.00 W002.03.42.00/N052.33.35.0 W002.03.42.0/N052.33.46.88 W002.03.31.19/N052.33.58.65 W002.03.20.04/N052.34.10.3 W002.03.8.55/N052.34.21.82 W002.02.56.73/N052.34.33.21 W002.02.44.58/N052.34.44.48 W002.02.32.1/N052.34.55.6 W002.02.19.3/N052.35.6.59 W002.02.6.18/N052.35.17.44 W002.01.52.74/N052.35.28.15 W002.01.39.0/N052.35.38.7 W002.01.24.95/N052.35.49.1 W002.01.10.6/N052.35.59.35 W002.00.55.94/N052.36.9.44 W002.00.41.0/N052.36.19.38 W002.00.25.77/N052.36.29.14 W002.00.10.25/N052.36.38.74 W001.59.54.45/N052.36.48.17 W001.59.38.38/N052.36.57.43 W001.59.22.04/N052.37.6.51 W001.59.5.43/N052.37.15.41 W001.58.48.56/N052.37.24.13 W001.58.31.44/N052.37.32.67 W001.58.14.07/N052.37.41.02 W001.57.56.46/N052.37.49.18 W001.57.38.61/N052.37.57.16 W001.57.20.52/N052.38.4.93 W001.57.2.21/N052.38.12.51 W001.56.43.67/N052.38.19.89 W001.56.24.92/N052.38.27.07 W001.56.5.95/N052.38.34.05 W001.55.46.79/N052.38.40.82 W001.55.27.42/N052.38.47.39 W001.55.7.86/N052.38.53.74 W001.54.48.11/N052.38.59.88 W001.54.28.18/N052.39.5.81 W001.54.8.08/N052.39.11.53 W001.53.47.81/N052.39.17.02 W001.53.27.38/N052.39.22.3 W001.53.6.79/N052.39.27.36 W001.52.46.05/N052.39.32.2 W001.52.25.17/N052.39.36.81 W001.52.4.15/N052.39.41.2 W001.51.43.0/N052.39.45.36 W001.51.21.72/N052.39.49.3 W001.51.0.33/N052.39.53.0 W001.50.38.83/N052.39.56.48 W001.50.17.23/N052.39.59.72 W001.49.55.52/N052.40.2.74 W001.49.33.73/N052.40.5.52 W001.49.11.85/N052.40.8.06 W001.48.49.9/N052.40.10.38 W001.48.27.87/N052.40.12.45 W001.48.5.78/N52.40.15.00 W001.47.44.00,4500,1500,D
13,BIRMINGHAM CTA 2,BIRMINGHAM APP,123.980,N52.26.26.00 W001.32.03.00/N52.21.18.00 W001.26.16.00/N052.21.18.0 W001.26.16.0/N052.21.6.05 W001.26.26.59/N052.20.54.22 W001.26.37.51/N052.20.42.5 W001.26.48.77/N052.20.30.9 W001.27.0.36/N052.20.19.43 W001.27.12.28/N052.20.8.09 W001.27.24.52/N052.19.56.89 W001.27.37.08/N052.19.45.81 W001.27.49.95/N052.19.34.88 W001.28.3.14/N052.19.24.09 W001.28.16.63/N052.19.13.44 W001.28.30.43/N052.19.2.94 W001.28.44.53/N052.18.52.6 W001.28.58.92/N052.18.42.41 W001.29.13.6/N052.18.32.37 W001.29.28.57/N052.18.22.5 W001.29.43.82/N052.18.12.8 W001.29.59.35/N052.18.3.25 W001.30.15.15/N052.17.53.88 W001.30.31.21/N052.17.44.69 W001.30.47.54/N052.17.35.66 W001.31.4.13/N052.17.26.82 W001.31.20.97/N052.17.18.16 W001.31.38.05/N052.17.9.68 W001.31.55.38/N052.17.1.38 W001.32.12.95/N052.16.53.28 W001.32.30.74/N052.16.45.36 W001.32.48.77/N052.16.37.64 W001.33.7.01/N052.16.30.12 W001.33.25.47/N052.16.22.79 W001.33.44.14/N052.16.15.66 W001.34.3.01/N052.16.8.74 W001.34.22.08/N052.16.2.02 W001.34.41.34/N052.15.55.5 W001.35.0.79/N052.15.49.2 W001.35.20.42/N052.15.43.1 W001.35.40.22/N052.15.37.22 W001.36.0.2/N052.15.31.55 W001.36.20.34/N052.15.26.09 W001.36.40.63/N052.15.20.86 W001.37.1.07/N052.15.15.84 W001.37.21.66/N052.15.11.04 W001.37.42.39/N052.15.6.46 W001.38.3.25/N052.15.2.11 W001.38.24.23/N052.14.57.98 W001.38.45.34/N052.14.54.08 W001.39.6.55/N052.14.50.4 W001.39.27.88/N052.14.46.95 W001.39.49.3/N052.14.43.74 W001.40.10.82/N052.14.40.75 W001.40.32.43/N052.14.37.99 W001.40.54.12/N052.14.35.46 W001.41.15.88/N052.14.33.16 W001.41.37.71/N52.14.31.00 W001.41.59.00/N52.19.33.00 W001.47.40.00/N052.19.33.0 W001.47.40.0/N052.19.31.39 W001.47.26.62/N052.19.29.92 W001.47.13.19/N052.19.28.59 W001.46.59.72/N052.19.27.41 W001.46.46.22/N052.19.26.37 W001.46.32.68/N052.19.25.47 W001.46.19.12/N052.19.24.72 W001.46.5.54/N052.19.24.12 W001.45.51.93/N052.19.23.66 W001.45.38.32/N052.19.23.34 W001.45.24.69/N052.19.23.17 W001.45.11.05/N052.19.23.15 W001.44.57.41/N052.19.23.27 W001.44.43.77/N052.19.23.54 W001.44.30.14/N052.19.23.95 W001.44.16.52/N052.19.24.51 W001.44.2.91/N052.19.25.21 W001.43.49.31/N052.19.26.06 W001.43.35.74/N052.19.27.05 W001.43.22.2/N052.19.28.19 W001.43.8.69/N052.19.29.47 W001.42.55.21/N052.19.30.89 W001.42.41.77/N052.19.32.46 W001.42.28.37/N052.19.34.17 W001.42.15.02/N052.19.36.02 W001.42.1.72/N052.19.38.01 W001.41.48.47/N052.19.40.14 W001.41.35.28/N052.19.42.42 W001.41.22.15/N052.19.44.83 W001.41.9.09/N052.19.47.39 W001.40.56.1/N052.19.50.08 W001.40.43.19/N052.19.52.9 W001.40.30.35/N052.19.55.87 W001.40.17.6/N052.19.58.97 W001.40.4.93/N052.20.2.2 W001.39.52.35/N052.20.5.57 W001.39.39.86/N052.20.9.07 W001.39.27.47/N052.20.12.7 W001.39.15.18/N052.20.16.47 W001.39.3.0/N052.20.20.36 W001.38.50.93/N052.20.24.38 W001.38.38.96/N052.20.28.53 W001.38.27.12/N052.20.32.8 W001.38.15.39/N052.20.37.2 W001.38.3.79/N052.20.41.72 W001.37.52.31/N052.20.46.36 W001.37.40.96/N052.20.51.12 W001.37.29.75/N052.20.56.0 W001.37.18.67/N052.21.1.0 W001.37.7.73/N052.21.6.12 W001.36.56.94/N052.21.11.35 W001.36.46.29/N052.21.16.69 W001.36.35.79/N052.21.22.14 W001.36.25.45/N052.21.27.7 W001.36.15.26/N052.21.33.37 W001.36.5.23/N052.21.39.15 W001.35.55.36/N052.21.45.03 W001.35.45.66/N052.21.51.01 W001.35.36.13/N052.21.57.09 W001.35.26.77/N052.22.3.28 W001.35.17.58/N052.22.9.56 W001.35.8.57/N052.22.15.93 W001.34.59.74/N052.22.22.4 W001.34.51.09/N052.22.28.96 W001.34.42.63/N052.22.35.61 W001.34.34.35/N052.22.42.34 W001.34.26.27/N052.22.49.16 W001.34.18.38/N052.22.56.07 W001.34.10.68/N052.23.3.05 W001.34.3.18/N052.23.10.11 W001.33.55.88/N052.23.17.25 W001.33.48.78/N052.23.24.47 W001.33.41.89/N052.23.31.76 W001.33.35.2/N052.23.39.11 W001.33.28.72/N052.23.46.54 W001.33.22.45/N052.23.54.03 W001.33.16.39/N052.24.1.59 W001.33.10.55/N052.24.9.2 W001.33.4.92/N052.24.16.88 W001.32.59.51/N052.24.24.61 W001.32.54.32/N052.24.32.39 W001.32.49.35/N052.24.40.23 W001.32.44.6/N052.24.48.12 W001.32.40.08/N052.24.56.05 W001.32.35.78/N052.25.4.03 W001.32.31.71/N052.25.12.05 W001.32.27.87/N052.25.20.11 W001.32.24.25/N052.25.28.21 W001.32.20.87/N052.25.36.34 W001.32.17.72/N052.25.44.5 W001.32.14.8/N052.25.52.7 W001.32.12.11/N052.26.0.92 W001.32.9.66/N052.26.9.17 W001.32.7.44/N052.26.17.43 W001.32.5.46/N52.26.26.00 W001.32.03.00,4500,1500,D
14,BIRMINGHAM CTA 3,BIRMINGHAM APP,123.980,N52.43.42.00 W001.52.38.00/N52.40.20.00 W001.43.50.00/N052.40.20.0 W001.43.50.0/N052.40.20.65 W001.44.12.35/N052.40.21.06 W001.44.34.71/N052.40.21.23 W001.44.57.08/N052.40.21.16 W001.45.19.45/N052.40.20.86 W001.45.41.82/N052.40.20.31 W001.46.4.18/N052.40.19.53 W001.46.26.51/N052.40.18.51 W001.46.48.82/N052.40.17.25 W001.47.11.1/N052.40.15.76 W001.47.33.33/N052.40.14.03 W001.47.55.52/N052.40.12.06 W001.48.17.66/N052.40.9.86 W001.48.39.73/N052.40.7.42 W001.49.1.74/N052.40.4.74 W001.49.23.68/N052.40.1.84 W001.49.45.53/N052.39.58.7 W001.50.7.3/N052.39.55.33 W001.50.28.97/N052.39.51.73 W001.50.50.54/N052.39.47.9 W001.51.12.0/N052.39.43.84 W001.51.33.35/N052.39.39.55 W001.51.54.58/N052.39.35.04 W001.52.15.68/N052.39.30.31 W001.52.36.64/N052.39.25.35 W001.52.57.47/N052.39.20.17 W001.53.18.15/N052.39.14.77 W001.53.38.67/N052.39.9.15 W001.53.59.04/N052.39.3.32 W001.54.19.24/N052.38.57.27 W001.54.39.27/N052.38.51.01 W001.54.59.12/N052.38.44.54 W001.55.18.78/N052.38.37.86 W001.55.38.26/N052.38.30.97 W001.55.57.54/N052.38.23.88 W001.56.16.62/N052.38.16.59 W001.56.35.49/N052.38.9.09 W001.56.54.14/N052.38.1.4 W001.57.12.58/N052.37.53.51 W001.57.30.79/N052.37.45.43 W001.57.48.77/N052.37.37.17 W001.58.6.51/N052.37.28.71 W001.58.24.01/N052.37.20.06 W001.58.41.26/N052.37.11.24 W001.58.58.27/N052.37.2.23 W001.59.15.01/N052.36.53.05 W001.59.31.49/N052.36.43.69 W001.59.47.71/N052.36.34.16 W002.00.3.65/N052.36.24.47 W002.00.19.31/N052.36.14.61 W002.00.34.69/N052.36.4.58 W002.00.49.79/N052.35.54.4 W002.01.4.59/N052.35.44.06 W002.01.19.1/N052.35.33.56 W002.01.33.3/N052.35.22.92 W002.01.47.2/N052.35.12.13 W002.02.0.8/N052.35.1.2 W002.02.14.08/N052.34.50.12 W002.02.27.04/N052.34.38.91 W002.02.39.68/N052.34.27.57 W002.02.52.0/N052.34.16.1 W002.03.3.98/N052.34.4.5 W002.03.15.64/N052.33.52.78 W002.03.26.96/N52.33.35.00 W002.03.42.00/N52.37.08.00 W002.07.48.00/N052.37.8.0 W002.07.48.0/N052.37.22.47 W002.07.31.05/N052.37.36.76 W002.07.13.68/N052.37.50.87 W002.06.55.91/N052.38.4.78 W002.06.37.72/N052.38.18.5 W002.06.19.14/N052.38.32.01 W002.06.0.17/N052.38.45.32 W002.05.40.8/N052.38.58.43 W002.05.21.06/N052.39.11.32 W002.05.0.94/N052.39.23.99 W002.04.40.44/N052.39.36.44 W002.04.19.59/N052.39.48.67 W002.03.58.38/N052.40.0.67 W002.03.36.81/N052.40.12.44 W002.03.14.9/N052.40.23.98 W002.02.52.66/N052.40.35.27 W002.02.30.08/N052.40.46.32 W002.02.7.18/N052.40.57.13 W002.01.43.96/N052.41.7.69 W002.01.20.43/N052.41.17.99 W002.00.56.6/N052.41.28.04 W002.00.32.47/N052.41.37.83 W002.00.8.05/N052.41.47.36 W001.59.43.36/N052.41.56.63 W001.59.18.39/N052.42.5.62 W001.58.53.16/N052.42.14.35 W001.58.27.67/N052.42.22.8 W001.58.1.93/N052.42.30.98 W001.57.35.94/N052.42.38.88 W001.57.9.73/N052.42.46.49 W001.56.43.29/N052.42.53.83 W001.56.16.63/N052.43.0.88 W001.55.49.76/N052.43.7.64 W001.55.22.69/N052.43.14.11 W001.54.55.43/N052.43.20.29 W001.54.27.98/N052.43.26.18 W001.54.0.36/N052.43.31.77 W001.53.32.57/N052.43.37.07 W001.53.4.63/N52.43.42.00 W001.52.38.00,4500,3500,D
15,BIRMINGHAM CTA 4,BIRMINGHAM APP,123.980,N52.23.29.00 W001.24.46.00/N52.17.50.00 W001.22.05.00/N052.17.50.0 W001.22.5.0/N052.17.35.41 W001.22.21.55/N052.17.20.99 W001.22.38.52/N052.17.6.76 W001.22.55.88/N052.16.52.71 W001.23.13.65/N052.16.38.86 W001.23.31.81/N052.16.25.2 W001.23.50.36/N052.16.11.74 W001.24.9.29/N052.15.58.49 W001.24.28.6/N052.15.45.44 W001.24.48.28/N052.15.32.61 W001.25.8.32/N052.15.19.99 W001.25.28.73/N052.15.7.59 W001.25.49.48/N052.14.55.41 W001.26.10.58/N052.14.43.46 W001.26.32.03/N052.14.31.74 W001.26.53.8/N052.14.20.26 W001.27.15.9/N052.14.9.01 W001.27.38.32/N052.13.58.0 W001.28.1.06/N052.13.47.24 W001.28.24.1/N052.13.36.72 W001.28.47.44/N052.13.26.46 W001.29.11.07/N052.13.16.45 W001.29.34.99/N052.13.6.69 W001.29.59.19/N052.12.57.2 W001.30.23.65/N052.12.47.96 W001.30.48.38/N052.12.38.99 W001.31.13.37/N052.12.30.29 W001.31.38.6/N052.12.21.86 W001.32.4.07/N052.12.13.7 W001.32.29.78/N052.12.5.82 W001.32.55.71/N052.11.58.22 W001.33.21.86/N052.11.50.89 W001.33.48.22/N052.11.43.85 W001.34.14.78/N052.11.37.09 W001.34.41.54/N052.11.30.62 W001.35.8.48/N052.11.24.43 W001.35.35.6/N052.11.18.54 W001.36.2.88/N052.11.12.94 W001.36.30.33/N052.11.7.63 W001.36.57.94/N052.11.2.61 W001.37.25.68/N052.10.57.9 W001.37.53.56/N052.10.53.48 W001.38.21.58/N052.10.49.36 W001.38.49.71/N052.10.45.54 W001.39.17.95/N052.10.42.02 W001.39.46.29/N52.10.39.00 W001.40.12.00/N52.14.31.00 W001.41.59.00/N052.14.31.0 W001.41.59.0/N052.14.33.07 W001.41.37.11/N052.14.35.37 W001.41.15.27/N052.14.37.9 W001.40.53.51/N052.14.40.67 W001.40.31.82/N052.14.43.66 W001.40.10.21/N052.14.46.89 W001.39.48.69/N052.14.50.34 W001.39.27.27/N052.14.54.03 W001.39.5.94/N052.14.57.94 W001.38.44.72/N052.15.2.07 W001.38.23.62/N052.15.6.43 W001.38.2.63/N052.15.11.02 W001.37.41.77/N052.15.15.82 W001.37.21.04/N052.15.20.84 W001.37.0.45/N052.15.26.09 W001.36.40.01/N052.15.31.55 W001.36.19.72/N052.15.37.23 W001.35.59.58/N052.15.43.12 W001.35.39.61/N052.15.49.22 W001.35.19.8/N052.15.55.53 W001.35.0.17/N052.16.2.05 W001.34.40.72/N052.16.8.78 W001.34.21.46/N052.16.15.71 W001.34.2.39/N052.16.22.84 W001.33.43.52/N052.16.30.18 W001.33.24.85/N052.16.37.71 W001.33.6.4/N052.16.45.44 W001.32.48.16/N052.16.53.36 W001.32.30.14/N052.17.1.47 W001.32.12.34/N052.17.9.77 W001.31.54.78/N052.17.18.26 W001.31.37.45/N052.17.26.93 W001.31.20.37/N052.17.35.78 W001.31.3.54/N052.17.44.8 W001.30.46.95/N052.17.54.01 W001.30.30.63/N052.18.3.39 W001.30.14.56/N052.18.12.93 W001.29.58.77/N052.18.22.65 W001.29.43.25/N052.18.32.52 W001.29.28.0/N052.18.42.56 W001.29.13.04/N052.18.52.76 W001.28.58.36/N052.19.3.11 W001.28.43.97/N052.19.13.61 W001.28.29.88/N052.19.24.27 W001.28.16.09/N052.19.35.06 W001.28.2.6/N052.19.46.0 W001.27.49.41/N052.19.57.08 W001.27.36.55/N052.20.8.3 W001.27.23.99/N052.20.19.64 W001.27.11.76/N052.20.31.12 W001.26.59.85/N052.20.42.72 W001.26.48.26/N052.20.54.44 W001.26.37.01/N052.21.6.28 W001.26.26.09/N052.21.18.23 W001.26.15.51/N052.21.30.3 W001.26.5.27/N052.21.42.47 W001.25.55.37/N052.21.54.75 W001.25.45.82/N052.22.7.13 W001.25.36.62/N052.22.19.6 W001.25.27.78/N052.22.32.17 W001.25.19.29/N052.22.44.82 W001.25.11.15/N052.22.57.56 W001.25.3.38/N052.23.10.38 W001.24.55.97/N052.23.23.27 W001.24.48.93/N52.23.29.00 W001.24.46.00,4500,3500,D
16,BIRMINGHAM CTA 5,BIRMINGHAM APP,123.980,N52.33.35.00 W002.03.42.00/N52.14.31.00 W001.41.59.00/N052.14.31.0 W001.41.59.0/N052.14.29.17 W001.42.20.95/N052.14.27.57 W001.42.42.95/N052.14.26.2 W001.43.4.98/N052.14.25.07 W001.43.27.06/N052.14.24.18 W001.43.49.16/N052.14.23.52 W001.44.11.28/N052.14.23.09 W001.44.33.42/N052.14.22.91 W001.44.55.57/N052.14.22.96 W001.45.17.72/N052.14.23.24 W001.45.39.86/N052.14.23.76 W001.46.2.0/N052.14.24.52 W001.46.24.11/N052.14.25.52 W001.46.46.21/N052.14.26.74 W001.47.8.26/N052.14.28.21 W001.47.30.29/N052.14.29.91 W001.47.52.26/N052.14.31.84 W001.48.14.19/N052.14.34.0 W001.48.36.06/N052.14.36.4 W001.48.57.86/N052.14.39.03 W001.49.19.6/N052.14.41.9 W001.49.41.25/N52.14.47.00 W001.50.12.00/N52.28.46.00 W002.06.10.00/N052.28.46.0 W002.06.10.0/N052.28.59.51 W002.06.7.46/N052.29.12.98 W002.06.4.53/N052.29.26.43 W002.06.1.22/N052.29.39.83 W002.05.57.52/N052.29.53.2 W002.05.53.44/N052.30.6.52 W002.05.48.98/N052.30.19.79 W002.05.44.14/N052.30.33.0 W002.05.38.92/N052.30.46.16 W002.05.33.32/N052.30.59.26 W002.05.27.34/N052.31.12.29 W002.05.20.99/N052.31.25.25 W002.05.14.26/N052.31.38.14 W002.05.7.16/N052.31.50.95 W002.04.59.7/N052.32.3.68 W002.04.51.87/N052.32.16.32 W002.04.43.67/N052.32.28.87 W002.04.35.11/N052.32.41.33 W002.04.26.2/N052.32.53.7 W002.04.16.92/N052.33.5.96 W002.04.7.29/N052.33.18.12 W002.03.57.31/N052.33.30.17 W002.03.46.99/N52.33.35.00 W002.03.42.00,145,2500,D
17,BIRMINGHAM CTA 6,BIRMINGHAM APP,123.980,N52.37.08.00 W002.07.48.00/N52.33.35.00 W002.03.42.00/N052.33.35.0 W002.03.42.0/N052.33.23.0 W002.03.52.47/N052.33.10.9 W002.04.2.59/N052.32.58.68 W002.04.12.36/N052.32.46.37 W002.04.21.78/N052.32.33.95 W002.04.30.84/N052.32.21.44 W002.04.39.54/N052.32.8.84 W002.04.47.89/N052.31.56.16 W002.04.55.87/N052.31.43.39 W002.05.3.48/N052.31.30.54 W002.05.10.73/N052.31.17.61 W002.05.17.61/N052.31.4.62 W002.05.24.11/N052.30.51.56 W002.05.30.25/N052.30.38.43 W002.05.36.0/N052.30.25.24 W002.05.41.38/N052.30.12.0 W002.05.46.38/N052.29.58.71 W002.05.51.0/N052.29.45.37 W002.05.55.24/N052.29.31.99 W002.05.59.09/N052.29.18.56 W002.06.2.57/N052.29.5.11 W002.06.5.65/N052.28.51.62 W002.06.8.35/N52.28.46.00 W002.06.10.00/N52.32.16.00 W002.10.11.00/N52.37.08.00 W002.07.48.00,145,3500,D
18,BIRMINGHAM CTA 7,BIRMINGHAM APP,123.980,N52.32.16.00 W002.10.11.00/N52.16.34.00 W001.52.14.00/N52.15.44.00 W002.07.55.00/N52.18.13.00 W002.11.30.00/N52.25.35.00 W002.12.47.00/N52.32.16.00 W002.10.11.00,145,65,D
19,BIRMINGHAM CTA 8,BIRMINGHAM APP,123.980,N52.40.20.00 W001.43.50.00/N52.23.29.00 W001.24.46.00/N052.23.29.0 W001.24.46.0/N052.23.16.07 W001.24.52.88/N052.23.3.22 W001.25.0.13/N052.22.50.44 W001.25.7.74/N052.22.37.75 W001.25.15.71/N052.22.25.15 W001.25.24.05/N052.22.12.63 W001.25.32.73/N052.22.0.22 W001.25.41.78/N052.21.47.89 W001.25.51.17/N052.21.35.68 W001.26.0.92/N052.21.23.56 W001.26.11.01/N52.21.18.00 W001.26.16.00/N52.40.15.00 W001.47.44.00/N052.40.15.0 W001.47.44.0/N052.40.16.61 W001.47.21.78/N052.40.17.98 W001.46.59.52/N052.40.19.11 W001.46.37.23/N052.40.20.01 W001.46.14.9/N052.40.20.67 W001.45.52.56/N052.40.21.09 W001.45.30.19/N052.40.21.27 W001.45.7.82/N052.40.21.21 W001.44.45.45/N052.40.20.92 W001.44.23.08/N52.40.20.00 W001.43.50.00,4500,2000,D
20,BIRMINGHAM CTA 9,BIRMINGHAM APP,123.980,N52.40.25.00 W002.11.35.00/N52.37.08.00 W002.07.48.00/N52.34.42.00 W002.09.00.00/N52.38.47.00 W002.14.44.00/N52.40.25.00 W002.11.35.00,85,65,D
21,BIRMINGHAM CTA 10,BIRMINGHAM APP,123.980,N52.18.03.00 W002.11.16.00/N52.15.44.00 W002.07.55.00/N52.16.34.00 W001.52.14.00/N52.14.47.00 W001.50.12.00/N052.14.47.0 W001.50.12.0/N052.14.43.81 W001.49.50.48/N052.14.40.85 W001.49.28.88/N052.14.38.12 W001.49.7.2/N052.14.35.62 W001.48.45.44/N052.14.33.35 W001.48.23.61/N052.14.31.32 W001.48.1.73/N052.14.29.52 W001.47.39.79/N052.14.27.96 W001.47.17.8/N052.14.26.63 W001.46.55.78/N052.14.25.53 W001.46.33.72/N052.14.24.67 W001.46.11.63/N052.14.24.04 W001.45.49.52/N052.14.23.66 W001.45.27.4/N052.14.23.5 W001.45.5.26/N52.14.23.00 W001.44.42.00/N52.07.11.00 W001.40.56.00/N52.06.48.00 W002.01.48.00/N52.17.02.00 W002.12.51.00/N52.18.03.00 W002.11.16.00,105,65,D
22,BORDERS CTA 1,SCOTTISH ACC,124.825,N55.06.03.00 W004.14.19.00/N54.54.10.00 W003.52.31.00/N54.40.00.00 W003.26.54.00/N54.36.37.00 W003.22.30.00/N54.33.06.00 W003.30.33.00/N55.06.03.00 W004.14.19.00,195,135,A
23,BORDERS CTA 2,SCOTTISH ACC,124.825,N55.27.00.00 W003.00.00.00/N55.17.42.00 W003.00.00.00/N55.08.58.00 W003.00.00.00/N54.54.10.00 W003.52.31.00/N55.06.03.00 W004.14.19.00/N55.27.00.00 W003.00.00.00,195,85,A
24,BORDERS CTA 3,SCOTTISH ACC,124.825,N55.08.58.00 W003.00.00.00/N54.54.42.00 W002.49.40.00/N54.33.56.00 W002.34.51.00/N54.33.56.00 W003.19.01.00/N54.36.37.00 W003.22.30.00/N54.40.00.00 W003.26.54.00/N54.54.10.00 W003.52.31.00/N55.08.58.00 W003.00.00.00,195,125,A
25,BORDERS CTA 4,SCOTTISH ACC,126.300,N55.17.42.00 W003.00.00.00/N55.17.35.00 W002.54.27.00/N54.56.10.00 W002.41.59.00/N54.54.42.00 W002.49.40.00/N55.08.58.00 W003.00.00.00/N55.17.42.00 W003.00.00.00,195,165,A
26,BORDERS CTA 5,SCOTTISH ACC,126.300,N55.17.35.00 W002.54.27.00/N55.17.24.00 W002.45.32.00/N55.12.40.00 W002.30.52.00/N54.59.12.00 W002.25.55.00/N54.56.10.00 W002.41.59.00/N55.17.35.00 W002.54.27.00,195,165,D
27,BORDERS CTA 6,SCOTTISH ACC,124.500,N55.38.05.00 W002.51.11.00/N55.26.06.00 W002.36.55.00/N55.17.24.00 W002.45.32.00/N55.17.35.00 W002.54.27.00/N55.17.42.00 W003.00.00.00/N55.27.00.00 W003.00.00.00/N55.31.00.00 W002.51.56.00/N55.38.05.00 W002.51.11.00,195,115,A
28,BORDERS CTA 7,SCOTTISH ACC,124.500,N55.26.06.00 W002.36.55.00/N55.21.11.00 W002.21.40.00/N55.12.30.00 W002.30.19.00/N55.12.40.00 W002.30.52.00/N55.17.24.00 W002.45.32.00/N55.26.06.00 W002.36.55.00,195,155,A
